city,stars,review_count,categories 
Toronto,0,91,Coffee or Sandwiches
Toronto,1,64,Asian
Toronto,0,368,Pub
Toronto,1,13,Coffee or Sandwiches
Toronto,1,23,Middle Eastern
Toronto,0,6,Pub
Toronto,0,14,Middle Eastern
Toronto,0,16,Other
Toronto,1,39,Middle Eastern
Toronto,1,12,Fast Food
Toronto,1,3,Fast Food
Markham,0,17,Fast Food
Toronto,1,125,Asian
Toronto,1,49,Other
Toronto,1,3,Asian
Missisauga,0,23,Pub
Markham,1,4,Coffee or Sandwiches
Toronto,1,3,Middle Eastern
Toronto,0,32,Asian
Toronto,0,3,North American
Toronto,1,6,Other
Toronto,1,4,Asian
Toronto,0,10,Middle Eastern
Missisauga,0,4,North American
Missisauga,0,93,Asian
Toronto,0,18,Fast Food
Missisauga,1,39,Asian
Toronto,1,15,Middle Eastern
Toronto,0,172,Asian
Toronto,0,11,Asian
Toronto,0,5,Asian
Missisauga,0,45,Coffee or Sandwiches
Toronto,1,121,North American
Missisauga,0,11,Other
Toronto,0,159,Coffee or Sandwiches
Toronto,0,33,Pub
Toronto,0,28,Asian
Toronto,0,3,Middle Eastern
Missisauga,0,29,Latin
Markham,0,64,Middle Eastern
Markham,0,6,Pub
Missisauga,0,7,Coffee or Sandwiches
Toronto,0,3,Asian
Toronto,1,7,Fast Food
Missisauga,0,18,North American
Toronto,0,135,Asian
Toronto,1,419,North American
Toronto,0,15,Pub
Toronto,1,26,Asian
Missisauga,0,10,Latin
Missisauga,0,13,Fast Food
Toronto,1,25,Middle Eastern
Toronto,0,37,Pub
Toronto,1,27,Pub
Toronto,0,117,Italian
Toronto,0,10,North American
Toronto,1,43,Fast Food
Toronto,0,4,Middle Eastern
Toronto,0,3,Fast Food
Toronto,0,22,Fast Food
Toronto,0,21,Asian
Missisauga,0,57,Pub
Toronto,1,16,Fast Food
Toronto,0,9,Asian
Toronto,0,13,Middle Eastern
Missisauga,0,3,Pub
Toronto,1,6,Fast Food
Missisauga,0,14,Middle Eastern
Toronto,0,3,Italian
Toronto,0,3,Fast Food
Toronto,0,310,Pub
Missisauga,0,45,Asian
Toronto,0,31,Italian
Toronto,1,339,Middle Eastern
Toronto,0,3,Pub
Missisauga,0,3,Coffee or Sandwiches
Toronto,0,12,Fast Food
Toronto,0,23,Asian
Toronto,1,8,Pub
Toronto,0,3,Middle Eastern
Missisauga,0,36,Pub
Toronto,1,3,Asian
Missisauga,0,5,Middle Eastern
Toronto,0,5,Fast Food
Markham,0,12,Coffee or Sandwiches
Missisauga,0,5,Coffee or Sandwiches
Toronto,1,9,Middle Eastern
Toronto,1,19,Pub
Toronto,1,74,Pub
Markham,0,475,Asian
Missisauga,0,20,Middle Eastern
Toronto,0,30,Asian
Missisauga,0,4,Fast Food
Toronto,1,16,Coffee or Sandwiches
Toronto,1,42,North American
Toronto,0,51,Asian
Toronto,0,119,Asian
Missisauga,0,5,Middle Eastern
Markham,0,65,Other
Toronto,1,39,North American
Toronto,1,15,Coffee or Sandwiches
Missisauga,0,40,Asian
Toronto,0,5,Coffee or Sandwiches
Missisauga,1,12,North American
Toronto,0,18,North American
Toronto,0,5,Latin
Markham,0,14,Asian
Missisauga,0,5,Middle Eastern
Toronto,1,143,North American
Toronto,0,48,Asian
Toronto,0,5,Fast Food
Toronto,1,18,Fast Food
Missisauga,0,109,Asian
Toronto,0,19,Asian
Toronto,0,10,Asian
Markham,1,4,Asian
Toronto,1,92,Asian
Markham,1,11,Fast Food
Toronto,0,34,Coffee or Sandwiches
Toronto,0,10,Fast Food
Toronto,0,34,Asian
Toronto,0,26,Fast Food
Toronto,0,24,Latin
Toronto,1,8,Coffee or Sandwiches
Toronto,1,105,Other
Missisauga,0,3,Fast Food
Toronto,0,50,Asian
Toronto,1,5,Coffee or Sandwiches
Toronto,1,136,Coffee or Sandwiches
Toronto,0,27,Latin
Toronto,0,56,Middle Eastern
Toronto,1,15,Other
Toronto,1,8,Asian
Missisauga,0,3,Fast Food
Markham,0,10,Asian
Toronto,0,6,Fast Food
Toronto,0,4,Coffee or Sandwiches
Toronto,1,4,Asian
Toronto,0,5,Middle Eastern
Markham,0,23,Fast Food
Toronto,1,21,Coffee or Sandwiches
Toronto,0,49,Latin
Missisauga,1,5,Fast Food
Toronto,1,10,Coffee or Sandwiches
Toronto,1,6,North American
Toronto,0,197,Asian
Toronto,0,8,Latin
Missisauga,1,5,Other
Markham,0,24,Asian
Missisauga,1,6,Latin
Toronto,0,19,Asian
Toronto,1,7,Middle Eastern
Toronto,0,132,Middle Eastern
Markham,0,121,Asian
Toronto,0,17,Latin
Toronto,0,105,Fast Food
Missisauga,0,4,North American
Toronto,0,469,Italian
Missisauga,0,18,Fast Food
Toronto,1,9,Asian
Toronto,1,8,Coffee or Sandwiches
Toronto,0,6,Fast Food
Toronto,0,5,Asian
Toronto,0,19,Middle Eastern
Toronto,0,14,Fast Food
Toronto,1,153,Other
Toronto,1,12,Middle Eastern
Toronto,0,33,North American
Toronto,0,31,Fast Food
Toronto,0,70,Asian
Toronto,0,61,Asian
Toronto,1,95,North American
Toronto,0,149,Coffee or Sandwiches
Toronto,1,11,Other
Toronto,0,123,Middle Eastern
Toronto,1,6,Other
Toronto,1,3,Asian
Toronto,1,236,Asian
Toronto,0,3,Fast Food
Toronto,0,27,Fast Food
Missisauga,1,4,Middle Eastern
Toronto,0,9,Asian
Missisauga,1,10,Asian
Toronto,1,30,Coffee or Sandwiches
Toronto,0,4,Fast Food
Toronto,1,5,Pub
Toronto,1,145,Latin
Toronto,0,7,Fast Food
Toronto,0,4,Fast Food
Toronto,1,3,Coffee or Sandwiches
Toronto,0,5,North American
Markham,0,5,Middle Eastern
Toronto,0,35,Middle Eastern
Toronto,0,7,Coffee or Sandwiches
Toronto,0,6,North American
Toronto,0,44,Asian
Toronto,0,20,Fast Food
Toronto,0,4,Italian
Toronto,0,7,North American
Toronto,0,28,Pub
Markham,0,5,Pub
Toronto,1,68,Asian
Toronto,1,7,Fast Food
Toronto,0,5,Pub
Missisauga,0,7,Middle Eastern
Toronto,1,11,Pub
Toronto,0,24,Fast Food
Toronto,0,5,Coffee or Sandwiches
Toronto,0,54,Coffee or Sandwiches
Toronto,0,8,Other
Toronto,0,14,North American
Toronto,1,4,Asian
Toronto,0,47,Coffee or Sandwiches
Toronto,1,35,Italian
Toronto,0,4,Coffee or Sandwiches
Toronto,0,5,Italian
Toronto,0,14,Other
Toronto,1,67,Asian
Markham,0,7,Asian
Toronto,0,3,Other
Toronto,0,47,Fast Food
Toronto,0,17,Fast Food
Missisauga,0,51,Pub
Toronto,0,3,Other
Toronto,0,5,Fast Food
Toronto,0,18,Asian
Toronto,0,6,Asian
Toronto,0,5,Asian
Toronto,1,5,North American
Toronto,1,35,Fast Food
Toronto,1,13,Coffee or Sandwiches
Toronto,1,10,Fast Food
Toronto,1,12,North American
Toronto,0,3,Asian
Toronto,1,3,Fast Food
Toronto,1,215,Asian
Toronto,0,12,Coffee or Sandwiches
Toronto,0,3,Other
Toronto,0,30,Middle Eastern
Toronto,0,47,Fast Food
Toronto,0,3,Coffee or Sandwiches
Toronto,0,8,Coffee or Sandwiches
Toronto,0,6,Coffee or Sandwiches
Toronto,0,18,Fast Food
Toronto,0,55,Latin
Toronto,0,30,Fast Food
Toronto,0,50,Pub
Toronto,0,43,Pub
Toronto,0,19,Latin
Toronto,0,7,Middle Eastern
Toronto,0,8,Other
Markham,0,15,Asian
Toronto,0,18,North American
Missisauga,0,5,Pub
Toronto,0,33,Asian
Toronto,1,10,North American
Toronto,1,238,North American
Missisauga,0,3,Asian
Toronto,1,88,Coffee or Sandwiches
Toronto,0,49,Fast Food
Toronto,0,6,Fast Food
Toronto,0,5,Asian
Toronto,0,9,Fast Food
Missisauga,0,8,Middle Eastern
Missisauga,0,36,Asian
Toronto,1,39,Fast Food
Toronto,1,14,Middle Eastern
Toronto,0,3,Fast Food
Toronto,0,12,Asian
Toronto,0,5,North American
Missisauga,0,17,Fast Food
Toronto,1,38,Coffee or Sandwiches
Toronto,0,82,Coffee or Sandwiches
Toronto,0,3,Coffee or Sandwiches
Toronto,0,13,Latin
Toronto,0,4,Middle Eastern
Toronto,1,4,Other
Toronto,1,9,Italian
Toronto,1,7,Fast Food
Toronto,0,16,Latin
Toronto,0,4,Asian
Toronto,0,60,Coffee or Sandwiches
Toronto,0,5,Asian
Toronto,0,11,Italian
Toronto,0,3,Fast Food
Toronto,1,35,North American
Toronto,1,57,Asian
Toronto,1,67,North American
Missisauga,0,27,Italian
Toronto,0,9,Coffee or Sandwiches
Markham,1,109,Asian
Toronto,1,25,Latin
Toronto,0,72,Pub
Toronto,0,3,Pub
Toronto,1,58,Fast Food
Toronto,0,17,Other
Markham,0,20,Asian
Toronto,0,6,Asian
Missisauga,0,19,Middle Eastern
Toronto,1,5,Middle Eastern
Toronto,1,20,Coffee or Sandwiches
Missisauga,1,5,Middle Eastern
Missisauga,0,131,North American
Toronto,0,7,Latin
Toronto,0,59,Middle Eastern
Toronto,1,623,North American
Toronto,1,7,Asian
Markham,1,7,North American
Toronto,0,30,Other
Missisauga,0,7,Asian
Markham,1,8,Fast Food
Toronto,0,110,Italian
Toronto,0,4,Fast Food
Toronto,1,5,Asian
Toronto,0,43,Coffee or Sandwiches
Toronto,0,134,Asian
Missisauga,1,17,Other
Toronto,0,83,Asian
Toronto,1,4,Coffee or Sandwiches
Toronto,0,10,North American
Markham,1,59,Asian
Missisauga,0,5,Asian
Toronto,1,24,Asian
Toronto,1,122,Fast Food
Toronto,0,17,Latin
Toronto,1,10,Middle Eastern
Toronto,0,66,Asian
Toronto,1,5,Fast Food
Toronto,0,14,Fast Food
Missisauga,0,6,Asian
Toronto,0,4,Middle Eastern
Toronto,1,22,Asian
Toronto,1,9,Middle Eastern
Toronto,0,5,Italian
Toronto,1,16,Coffee or Sandwiches
Toronto,0,6,Pub
Markham,0,6,Fast Food
Toronto,0,17,Latin
Toronto,0,3,Pub
Toronto,1,58,Fast Food
Toronto,1,4,Middle Eastern
Toronto,1,40,Fast Food
Missisauga,0,3,Pub
Toronto,1,4,Other
Toronto,1,102,Coffee or Sandwiches
Toronto,1,25,Pub
Toronto,0,404,Middle Eastern
Toronto,1,35,Latin
Toronto,0,137,Fast Food
Toronto,0,5,Asian
Toronto,0,9,Asian
Markham,0,73,Asian
Markham,1,3,Middle Eastern
Toronto,0,3,Middle Eastern
Markham,1,30,Asian
Markham,0,41,Asian
Toronto,0,6,Coffee or Sandwiches
Missisauga,0,12,Other
Toronto,1,44,Middle Eastern
Toronto,0,65,Asian
Toronto,0,13,Middle Eastern
Missisauga,0,22,Other
Toronto,0,17,Middle Eastern
Toronto,0,48,Middle Eastern
Toronto,1,73,Asian
Toronto,0,9,Other
Missisauga,1,3,Italian
Toronto,0,6,Pub
Toronto,1,5,Middle Eastern
Toronto,1,14,Other
Toronto,0,15,Middle Eastern
Toronto,1,18,Fast Food
Toronto,0,5,Fast Food
Toronto,0,325,Middle Eastern
Toronto,0,34,North American
Toronto,1,21,Middle Eastern
Toronto,1,24,Pub
Toronto,0,12,Italian
Toronto,1,6,Other
Toronto,0,4,Pub
Missisauga,0,3,Fast Food
Toronto,0,6,Fast Food
Toronto,0,5,Coffee or Sandwiches
Markham,0,7,Other
Toronto,0,85,Asian
Markham,0,26,North American
Missisauga,1,3,Asian
Missisauga,0,34,Coffee or Sandwiches
Toronto,1,15,Coffee or Sandwiches
Toronto,0,3,Coffee or Sandwiches
Toronto,0,23,Fast Food
Toronto,0,25,Pub
Toronto,1,3,Coffee or Sandwiches
Toronto,1,21,Coffee or Sandwiches
Toronto,0,68,Fast Food
Toronto,0,6,North American
Missisauga,0,6,Latin
Toronto,0,8,Fast Food
Toronto,0,171,Asian
Toronto,0,6,Coffee or Sandwiches
Toronto,0,137,Asian
Toronto,0,47,Pub
Markham,0,113,Asian
Missisauga,0,3,Asian
Toronto,0,5,Asian
Toronto,1,56,Asian
Toronto,0,13,Asian
Toronto,1,46,Asian
Toronto,1,3,North American
Toronto,1,171,Middle Eastern
Missisauga,1,30,Other
Missisauga,0,7,Asian
Toronto,0,104,North American
Markham,0,33,Pub
Missisauga,0,7,Other
Toronto,1,4,Fast Food
Toronto,0,5,Asian
Toronto,0,45,Middle Eastern
Missisauga,0,3,Fast Food
Toronto,1,11,Coffee or Sandwiches
Toronto,1,7,Middle Eastern
Toronto,0,5,Fast Food
Toronto,0,3,Latin
Toronto,0,5,Middle Eastern
Toronto,0,20,Coffee or Sandwiches
Toronto,1,5,Other
Toronto,0,187,Fast Food
Missisauga,0,42,Fast Food
Toronto,0,7,Coffee or Sandwiches
Toronto,0,4,North American
Markham,0,33,Asian
Toronto,0,188,Middle Eastern
Toronto,1,51,Coffee or Sandwiches
Toronto,0,3,Other
Markham,1,18,Fast Food
Missisauga,1,102,Fast Food
Toronto,1,3,Pub
Toronto,0,3,Other
Missisauga,0,9,Middle Eastern
Toronto,0,73,Asian
Toronto,0,48,Other
Toronto,0,97,Coffee or Sandwiches
Toronto,0,3,Latin
Toronto,1,3,Asian
Toronto,0,22,Asian
Toronto,0,122,Pub
Toronto,1,4,North American
Toronto,0,38,North American
Toronto,0,46,Asian
Toronto,0,16,Latin
Toronto,1,33,Middle Eastern
Missisauga,1,4,Asian
Toronto,1,4,Fast Food
Markham,0,12,Asian
Toronto,0,30,Middle Eastern
Toronto,0,48,Asian
Toronto,1,54,Asian
Toronto,1,3,Pub
Toronto,0,10,Latin
Toronto,1,7,Asian
Markham,0,23,Fast Food
Toronto,0,116,North American
Markham,1,5,Coffee or Sandwiches
Markham,1,8,Other
Toronto,0,24,Pub
Toronto,0,265,Coffee or Sandwiches
Toronto,1,80,Middle Eastern
Toronto,1,26,Middle Eastern
Toronto,0,5,Middle Eastern
Toronto,0,84,Middle Eastern
Toronto,0,3,Fast Food
Toronto,0,4,Asian
Toronto,0,27,Latin
Toronto,0,10,North American
Toronto,1,96,Asian
Toronto,0,21,Middle Eastern
Toronto,1,24,Asian
Toronto,0,52,Asian
Toronto,1,27,Coffee or Sandwiches
Toronto,1,11,Other
Toronto,1,21,Coffee or Sandwiches
Toronto,0,39,Middle Eastern
Toronto,1,6,Coffee or Sandwiches
Markham,0,4,Asian
Missisauga,0,42,Asian
Toronto,0,32,Coffee or Sandwiches
Toronto,0,48,Latin
Markham,0,11,Asian
Toronto,1,96,Coffee or Sandwiches
Toronto,0,4,Fast Food
Toronto,0,9,North American
Markham,1,14,Asian
Toronto,0,113,Asian
Toronto,1,92,Asian
Toronto,1,54,Middle Eastern
Toronto,1,91,Asian
Toronto,0,21,Coffee or Sandwiches
Toronto,1,3,Other
Toronto,1,12,Italian
Toronto,0,4,Fast Food
Toronto,0,30,Asian
Toronto,0,205,Fast Food
Toronto,0,57,Other
Toronto,0,15,Asian
Missisauga,0,47,Asian
Toronto,0,135,Fast Food
Markham,0,70,Asian
Toronto,1,5,Pub
Missisauga,0,12,Other
Toronto,0,6,Asian
Toronto,1,106,Fast Food
Markham,0,80,Middle Eastern
Toronto,0,3,Other
Missisauga,1,13,Middle Eastern
Missisauga,0,9,North American
Toronto,0,3,Fast Food
Missisauga,0,67,Pub
Toronto,1,70,Coffee or Sandwiches
Toronto,1,20,Pub
Toronto,0,58,Asian
Toronto,1,5,Middle Eastern
Toronto,1,10,Fast Food
Markham,0,11,Pub
Toronto,0,5,Coffee or Sandwiches
Toronto,0,39,Fast Food
Toronto,0,7,Asian
Markham,0,17,Middle Eastern
Missisauga,1,111,Other
Markham,0,118,Asian
Toronto,0,5,Fast Food
Missisauga,0,23,Latin
Toronto,1,133,Coffee or Sandwiches
Missisauga,0,45,Asian
Toronto,0,3,Fast Food
Markham,0,3,Middle Eastern
Missisauga,0,36,Coffee or Sandwiches
Toronto,1,58,Asian
Toronto,1,28,Other
Toronto,0,5,Pub
Missisauga,1,34,Asian
Toronto,0,4,Asian
Toronto,0,15,Coffee or Sandwiches
Toronto,1,16,Middle Eastern
Toronto,1,12,Pub
Toronto,1,49,Fast Food
Missisauga,0,11,Asian
Markham,0,56,Asian
Toronto,1,27,Coffee or Sandwiches
Missisauga,0,21,North American
Toronto,0,8,Middle Eastern
Toronto,0,4,Fast Food
Toronto,0,41,Asian
Toronto,0,3,North American
Toronto,1,25,Coffee or Sandwiches
Toronto,0,57,North American
Toronto,0,40,Coffee or Sandwiches
Toronto,0,53,North American
Missisauga,1,19,Latin
Missisauga,0,5,Fast Food
Toronto,0,28,Other
Toronto,0,16,Italian
Toronto,1,3,Asian
Missisauga,0,3,Middle Eastern
Missisauga,0,54,Asian
Missisauga,1,10,Other
Missisauga,0,4,Fast Food
Toronto,0,31,Middle Eastern
Missisauga,0,3,Latin
Toronto,0,18,Fast Food
Toronto,0,88,Italian
Toronto,0,6,Latin
Toronto,1,88,Asian
Toronto,0,7,Middle Eastern
Toronto,0,48,Coffee or Sandwiches
Toronto,1,78,Fast Food
Toronto,0,18,North American
Toronto,1,10,Fast Food
Toronto,1,50,Other
Markham,0,5,Other
Toronto,0,8,Latin
Toronto,1,4,North American
Toronto,1,39,Pub
Missisauga,0,22,Asian
Markham,0,10,Pub
Toronto,0,69,Latin
Missisauga,0,57,Asian
Toronto,0,27,Asian
Toronto,0,4,Middle Eastern
Missisauga,0,7,Fast Food
Missisauga,1,7,Middle Eastern
Toronto,0,5,Asian
Toronto,1,32,Middle Eastern
Toronto,1,74,Middle Eastern
Toronto,1,43,Other
Toronto,0,56,Asian
Toronto,1,3,Asian
Toronto,1,11,Pub
Missisauga,0,5,Asian
Toronto,1,10,North American
Toronto,1,22,Other
Toronto,0,43,North American
Markham,0,22,North American
Toronto,0,12,North American
Toronto,0,4,Fast Food
Toronto,1,18,North American
Toronto,0,6,Asian
Toronto,1,6,North American
Missisauga,0,15,Middle Eastern
Toronto,1,4,North American
Toronto,1,57,North American
Toronto,0,18,Pub
Toronto,0,9,Asian
Toronto,1,16,Coffee or Sandwiches
Markham,0,20,Asian
Toronto,1,75,Latin
Toronto,0,19,Middle Eastern
Toronto,0,40,Pub
Missisauga,0,22,Coffee or Sandwiches
Toronto,1,138,Fast Food
Toronto,0,49,Pub
Toronto,1,443,Other
Markham,0,19,Asian
Toronto,0,46,North American
Toronto,0,20,North American
Toronto,0,54,Asian
Toronto,0,12,Coffee or Sandwiches
Missisauga,1,50,Other
Toronto,0,85,Asian
Toronto,0,13,Middle Eastern
Toronto,0,10,Fast Food
Toronto,0,4,Other
Toronto,0,5,Fast Food
Missisauga,1,6,Italian
Markham,0,3,Fast Food
Toronto,0,6,North American
Missisauga,1,18,Middle Eastern
Markham,0,37,Asian
Toronto,1,280,North American
Missisauga,0,5,Middle Eastern
Markham,0,139,Asian
Toronto,0,7,Middle Eastern
Toronto,0,9,Other
Toronto,0,4,Pub
Toronto,0,21,Italian
Toronto,0,6,Fast Food
Toronto,0,6,Fast Food
Toronto,0,5,Pub
Toronto,1,33,Coffee or Sandwiches
Toronto,0,27,North American
Markham,1,342,Asian
Missisauga,0,13,North American
Toronto,1,5,Coffee or Sandwiches
Toronto,0,3,Coffee or Sandwiches
Toronto,1,10,Pub
Toronto,1,9,Other
Toronto,1,372,Asian
Toronto,0,4,North American
Missisauga,0,3,Latin
Toronto,1,42,Middle Eastern
Missisauga,0,55,Asian
Toronto,1,9,Pub
Toronto,0,28,Latin
Toronto,0,12,Asian
Markham,0,20,Asian
Toronto,0,82,Fast Food
Toronto,1,33,Coffee or Sandwiches
Missisauga,1,66,Coffee or Sandwiches
Toronto,1,6,North American
Toronto,0,3,Other
Toronto,1,35,Asian
Toronto,0,23,Pub
Toronto,0,7,Pub
Toronto,0,24,Middle Eastern
Toronto,0,3,North American
Toronto,0,133,North American
Toronto,0,46,Asian
Missisauga,0,18,Middle Eastern
Toronto,0,3,Latin
Toronto,1,325,North American
Toronto,0,3,Fast Food
Toronto,1,47,Asian
Toronto,0,72,Fast Food
Missisauga,1,36,Asian
Toronto,1,10,Pub
Toronto,1,7,Other
Toronto,1,36,Asian
Toronto,0,10,Fast Food
Missisauga,0,116,Fast Food
Toronto,1,3,Latin
Missisauga,1,65,Asian
Toronto,1,79,Asian
Missisauga,1,3,Middle Eastern
Toronto,0,13,Asian
Toronto,0,7,Fast Food
Toronto,0,56,Pub
Toronto,0,15,North American
Toronto,0,16,Asian
Toronto,0,49,Asian
Toronto,0,70,Asian
Toronto,1,7,Coffee or Sandwiches
Toronto,0,4,Pub
Toronto,0,4,Other
Toronto,1,13,Other
Toronto,1,52,Pub
Toronto,0,19,Latin
Toronto,0,5,Coffee or Sandwiches
Toronto,1,5,Fast Food
Toronto,1,80,Pub
Toronto,0,26,Fast Food
Toronto,0,35,Coffee or Sandwiches
Toronto,0,35,Asian
Missisauga,0,20,Fast Food
Toronto,0,15,Asian
Markham,0,3,Middle Eastern
Toronto,1,39,Fast Food
Toronto,1,26,North American
Toronto,0,7,Fast Food
Toronto,1,7,Asian
Toronto,0,7,North American
Toronto,1,155,Fast Food
Markham,1,22,Fast Food
Toronto,1,22,Pub
Toronto,0,66,North American
Toronto,1,93,Pub
Toronto,1,7,Coffee or Sandwiches
Toronto,0,25,Latin
Toronto,0,3,Coffee or Sandwiches
Toronto,0,6,Middle Eastern
Toronto,1,25,Italian
Toronto,0,5,Asian
Toronto,0,21,North American
Toronto,0,11,Fast Food
Toronto,0,100,Asian
Markham,1,63,Coffee or Sandwiches
Toronto,0,4,Other
Toronto,1,122,North American
Missisauga,0,79,Pub
Toronto,0,79,Fast Food
Missisauga,0,9,Middle Eastern
Toronto,0,22,Coffee or Sandwiches
Toronto,1,33,Pub
Toronto,0,120,Asian
Toronto,0,128,Middle Eastern
Toronto,0,13,Asian
Toronto,0,12,Latin
Toronto,0,293,Fast Food
Toronto,1,3,Fast Food
Toronto,0,7,Asian
Toronto,0,32,Asian
Toronto,0,5,Asian
Missisauga,0,5,North American
Toronto,1,35,Middle Eastern
Markham,0,17,Asian
Toronto,0,3,Fast Food
Toronto,0,7,Fast Food
Markham,0,44,Middle Eastern
Toronto,1,4,Coffee or Sandwiches
Missisauga,0,6,Fast Food
Toronto,0,21,Other
Toronto,0,48,Middle Eastern
Toronto,0,42,Coffee or Sandwiches
Toronto,1,63,North American
Toronto,0,31,Asian
Missisauga,1,3,Fast Food
Toronto,1,23,Coffee or Sandwiches
Toronto,0,36,Latin
Toronto,1,30,Middle Eastern
Toronto,0,69,Coffee or Sandwiches
Missisauga,1,14,Other
Toronto,0,11,Latin
Missisauga,0,6,Asian
Toronto,1,41,Latin
Toronto,0,6,Fast Food
Toronto,0,389,North American
Missisauga,0,43,Middle Eastern
Toronto,0,93,North American
Missisauga,0,50,Other
Markham,0,84,Asian
Toronto,0,43,Coffee or Sandwiches
Markham,0,23,Asian
Toronto,0,13,Asian
Missisauga,0,120,Asian
Toronto,0,9,Fast Food
Missisauga,0,3,Fast Food
Toronto,0,3,Latin
Toronto,0,3,Asian
Toronto,0,251,Fast Food
Markham,0,69,Asian
Toronto,1,30,Middle Eastern
Missisauga,0,15,North American
Markham,0,6,Asian
Toronto,0,14,Middle Eastern
Markham,1,36,Asian
Toronto,1,131,Asian
Toronto,1,5,Italian
Missisauga,0,52,North American
Missisauga,0,25,Fast Food
Toronto,1,18,Pub
Missisauga,0,19,Other
Toronto,0,101,Asian
Toronto,0,34,Middle Eastern
Toronto,1,14,Fast Food
Toronto,0,355,North American
Toronto,1,3,Italian
Toronto,0,53,Asian
Markham,0,22,Coffee or Sandwiches
Markham,1,108,Middle Eastern
Missisauga,0,19,Other
Toronto,0,9,Other
Toronto,1,6,Asian
Toronto,0,94,Middle Eastern
Missisauga,0,91,Coffee or Sandwiches
Toronto,0,7,Asian
Toronto,1,355,Pub
Toronto,0,6,Other
Toronto,1,152,Asian
Toronto,0,70,Coffee or Sandwiches
Toronto,1,56,Asian
Toronto,0,214,Pub
Toronto,0,46,Coffee or Sandwiches
Toronto,0,4,Middle Eastern
Toronto,0,5,Coffee or Sandwiches
Toronto,0,113,Fast Food
Toronto,0,12,North American
Toronto,1,61,Coffee or Sandwiches
Toronto,0,5,North American
Toronto,1,38,Other
Toronto,0,79,Pub
Toronto,0,9,Middle Eastern
Toronto,0,78,Asian
Toronto,0,4,Coffee or Sandwiches
Toronto,0,178,Asian
Toronto,1,4,Coffee or Sandwiches
Toronto,0,55,North American
Toronto,1,3,Other
Toronto,0,38,Fast Food
Toronto,0,5,Middle Eastern
Markham,1,134,Asian
Markham,1,298,Coffee or Sandwiches
Toronto,1,46,Other
Toronto,0,72,Latin
Toronto,0,5,Fast Food
Toronto,1,4,Coffee or Sandwiches
Toronto,0,3,Other
Toronto,0,78,Fast Food
Toronto,0,95,Coffee or Sandwiches
Missisauga,1,6,Asian
Toronto,0,3,Italian
Missisauga,0,25,Middle Eastern
Toronto,0,193,Asian
Toronto,1,34,Asian
Missisauga,0,16,Fast Food
Toronto,1,8,North American
Toronto,1,5,Latin
Toronto,0,20,Asian
Toronto,0,10,Asian
Missisauga,1,29,Middle Eastern
Missisauga,0,3,Asian
Toronto,0,9,Fast Food
Toronto,0,3,Coffee or Sandwiches
Toronto,0,11,Middle Eastern
Toronto,0,53,Fast Food
Missisauga,0,8,Fast Food
Toronto,1,6,Coffee or Sandwiches
Missisauga,1,14,Middle Eastern
Toronto,0,30,Coffee or Sandwiches
Toronto,0,19,Latin
Missisauga,0,3,Middle Eastern
Toronto,0,14,Latin
Toronto,0,4,Middle Eastern
Toronto,1,25,Asian
Missisauga,0,9,Middle Eastern
Toronto,1,3,Other
Toronto,1,16,North American
Toronto,0,8,North American
Toronto,0,9,Asian
Toronto,0,12,Middle Eastern
Toronto,0,3,Fast Food
Toronto,0,22,Asian
Toronto,0,4,Other
Missisauga,0,28,Asian
Toronto,0,21,Fast Food
Toronto,0,28,Latin
Toronto,0,4,Coffee or Sandwiches
Missisauga,0,5,North American
Toronto,1,15,Coffee or Sandwiches
Toronto,0,9,Asian
Missisauga,1,11,Middle Eastern
Toronto,0,24,North American
Toronto,0,9,Italian
Missisauga,1,35,Middle Eastern
Toronto,1,14,Pub
Markham,0,19,Coffee or Sandwiches
Toronto,0,18,Fast Food
Toronto,0,44,Asian
Toronto,0,5,Other
Toronto,0,222,North American
Toronto,0,28,Middle Eastern
Missisauga,1,3,Fast Food
Toronto,0,22,North American
Toronto,1,3,Middle Eastern
Toronto,1,13,Pub
Missisauga,0,6,Middle Eastern
Missisauga,0,3,Asian
Markham,0,30,Asian
Toronto,0,10,Fast Food
Toronto,0,62,Coffee or Sandwiches
Toronto,1,42,Asian
Missisauga,1,59,Middle Eastern
Toronto,0,25,Pub
Missisauga,1,11,Asian
Toronto,1,16,North American
Toronto,1,11,Coffee or Sandwiches
Toronto,0,25,Middle Eastern
Toronto,1,12,Other
Toronto,0,4,Fast Food
Toronto,0,4,Asian
Toronto,0,22,Latin
Toronto,1,24,Fast Food
Toronto,0,192,Coffee or Sandwiches
Missisauga,0,5,Fast Food
Toronto,0,136,Asian
Toronto,1,11,Latin
Toronto,0,19,Middle Eastern
Toronto,1,4,Coffee or Sandwiches
Toronto,0,12,Latin
Missisauga,0,6,Asian
Toronto,0,35,Other
Missisauga,0,4,Other
Toronto,0,94,Asian
Toronto,1,127,North American
Missisauga,1,5,Asian
Toronto,1,13,Pub
Toronto,1,36,Fast Food
Toronto,1,16,Coffee or Sandwiches
Toronto,0,56,Middle Eastern
Toronto,1,25,Italian
Toronto,0,4,Fast Food
Toronto,0,3,Fast Food
Toronto,0,5,Asian
Toronto,1,30,Middle Eastern
Toronto,0,10,Fast Food
Toronto,1,64,Other
Toronto,0,3,Asian
Toronto,0,15,Other
Missisauga,0,50,Fast Food
Missisauga,0,37,Asian
Missisauga,0,44,Latin
